bt,55.480,ncc,1
cg,2.319,ncc,1
ep,18.471,ncc,1
ft,2.096,ncc,1
is,2.338,ncc,1
mg,.590,ncc,1
sp,32.968,ncc,1
ua,256.917,ncc,1
