bt,431.909,ncc,1
cg,8.525,ncc,1
ep,15.578,ncc,1
ft,13.020,ncc,1
is,15.806,ncc,1
mg,.736,ncc,1
sp,239.649,ncc,1
ua,177.684,ncc,1
