bt,1658.793,ncc,1
cg,19.873,ncc,1
ep,36.905,ncc,1
ft,5.591,ncc,1
is,105.132,ncc,1
mg,.815,ncc,1
sp,86.234,ncc,1
ua,527.592,ncc,1
