bt,221.469,ncc,1
cg,5.591,ncc,1
ep,73.036,ncc,1
ft,7.674,ncc,1
is,5.702,ncc,1
mg,1.738,ncc,1
sp,132.062,ncc,1
ua,933.247,ncc,1
