BT,106.42,ncc
BT,106.41,ncc
BT,106.43,ncc
BT,106.38,ncc
BT,106.43,ncc
CG,1.52,ncc
CG,1.52,ncc
CG,1.52,ncc
CG,1.53,ncc
CG,1.52,ncc
EP,36.37,ncc
EP,36.37,ncc
EP,36.37,ncc
EP,36.37,ncc
EP,36.37,ncc
FT,2.88,ncc
FT,2.88,ncc
FT,2.88,ncc
FT,2.88,ncc
FT,2.88,ncc
MG,0.29,ncc
MG,1.29,ncc
MG,2.29,ncc
MG,3.29,ncc
MG,0.28,ncc
SP,63.26,ncc
SP,63.28,ncc
SP,63.21,ncc
SP,63.24,ncc
SP,63.26,ncc
UA,459.21,ncc
UA,459.26,ncc
UA,459.19,ncc
UA,459.17,ncc
UA,459.22,ncc
