bt,55.483,ncc,1
cg,2.330,ncc,1
ep,18.528,ncc,1
ft,2.233,ncc,1
is,2.244,ncc,1
mg,.584,ncc,1
sp,32.873,ncc,1
ua,256.765,ncc,1
