BT,90.949938,1599.189291,49.776956,0.073198924,0.261864963,0.001877015
CG,36.791103,5212.779333,94.036725,0.076543126,0.175698752,0.016513245
EP,99.983317,297.578497,66.421756,0.0356132154,0.19876521,0.009131850
FT,87.512132,6794.681213,90.476837,0.15132056,0.21546321,0.002232415
IS,2.262814,163.652231,19.979375,0.215644321,0.22154623,0.00521354
MG,74.966734,8490.992453,95.951245,0.1051324,0.15416732,0.001894321
SP,53.129469,1409.144216,99.900741,0.01216842,0.19992542,0.001549843
UA,71.219631,104.242722,22.892009,0.09995243,0.19874261,0.001151632
