BT,39.55
CG,10.65
EP,4.76
FT,6.94
IS,0.66
MG,1.94
SP,25.85
UA,50.07
BT,39.94
CG,10.23
EP,4.79
FT,6.61
IS,0.62
MG,1.99
SP,25.31
UA,50.54
BT,40.19
CG,9.80
EP,4.75
FT,6.71
IS,0.64
MG,2.03
SP,25.83
UA,50.52
BT,39.43
CG,10.30
EP,4.77
FT,6.74
IS,0.64
MG,1.95
SP,25.44
UA,50.00
BT,40.02
CG,10.34
EP,4.75
FT,6.92
IS,0.64
MG,2.02
SP,25.41
UA,50.63
